antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'家居'}),frozenset({'办公'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'办公'}),frozenset({'家居'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'服装'}),frozenset({'办公'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'办公'}),frozenset({'服装'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'母婴'}),frozenset({'办公'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'办公'}),frozenset({'母婴'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'汽车用品'}),frozenset({'办公'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'办公'}),frozenset({'汽车用品'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'玩具'}),frozenset({'办公'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'办公'}),frozenset({'玩具'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'办公'}),frozenset({'电子产品'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
frozenset({'电子产品'}),frozenset({'办公'}),0.42670157068062825,0.42670157068062825,0.16753926701570682,0.392638036809816,0.9201701230757652,1.0,-0.014534963405608364,0.9439155957480565,-0.13143707008737654,0.2442748091603054,-0.05941675771073185,0.392638036809816
